NCT01506232,Massachusetts General Hospital,Massachusetts General Hospital,,Cambridge,Massachusetts,2138,United States,,,,,,
NCT01507805,Xijing Hospital,Xijing hospital,Recruiting,Xi'an,Shannxi,710032,China,"Zhaoyang Xiao, Ph.D. , M.D.",86 15009250798,xiaozhaoy2006@hotmail.com,,"Shaoyang Chen, M.D.",Principal Investigator
NCT01507909,Boston University,Boston University Medical Center,Recruiting,Boston,Massachusetts,2118,United States,"Ofra Sarid-Segal, MD",617-414-1990,ofra.segal@bmc.org,,,
NCT01511614,National Institute on Drug Abuse (NIDA),National Institute on Drug Abuse,Recruiting,Baltimore,Maryland,21224,United States,For more information contact Mathew's Media Group Recruiting,800-535-8254,researchstudies@mail.nih.gov,,,
NCT01515436,Medical University of South Carolina,Medical University of South Carolina,,Charleston,South Carolina,29425,United States,,,,,,
NCT01515839,"Amen Clinics, Inc.","Amen Clinics, Inc.",,Newport Beach,California,92660,United States,,,
NCT01518426,Centre d'Investigation Clinique et Technologique 805,Raymond PoincarÃ© Hospital,,Garches,Paris Area,92380,France,,,
NCT01518452,Norwegian University of Science and Technology,St Olavs Hospital,,Trondheim,,,Norway,,,
NCT01521130,"Children's Hospital Medical Center, Cincinnati",Cincinnati Children's Hospital,Recruiting,Cincinnati,Ohio,45229,United States,,,
NCT01523730,Centre for Addiction and Mental Health,Centre for Addiction and Mental Health,,Toronto,Ontario,M5T 1R8,Canada,,,
NCT01531582,University of South Florida,Univeristy of South Florida,,Tampa,Florida,33613,United States,,,
NCT01535339,ElMindA Ltd,Michigan NeuroSport Concussion Program,,Ann Arbor,Michigan,48105,United States,,,
NCT01540955,Jonsson Comprehensive Cancer Center,UCLA,,Los Angeles,California,90095,United States,,,
NCT01541605,Michael Kluge,"Katholieke Universiteit Leuven, campus Kortenberg",Recruiting,Kortenberg,,3070,Belgium,"Pascal Sinaert, Prof",,pascal.sienaert@uc-kortenberg.be
NCT01541605,Michael Kluge,UniversitÃ_t Bochum,Recruiting,Bochum,,44791,Germany,"Georg A Juckel, Prof.",,g.juckel@wkp-lwl.org
NCT01541605,Michael Kluge,UniversitÃ_t Dresden,Recruiting,Dresden,,1307,Germany,"Emanuel Severus, PD Dr.",,Emanuel.Severus@uniklinikum-dresden.de
NCT01541605,Michael Kluge,UniversitÃ_t Halle,Recruiting,Halle,,,Germany,"Dan Rujescu, Prof.",,dan.rujescu@uk-halle.de
NCT01541605,Michael Kluge,UniversitÃ_t Leipzig,Recruiting,Leipzig,,,Germany,"Michael Kluge, PD Dr.",,michael.kluge@medizin.uni-leipzig.de
NCT01541605,Michael Kluge,Semmelweis University,Not yet recruiting,Budapest,,1083,Hungary,,,
NCT01541605,Michael Kluge,Hospital Sant Pau,Recruiting,Barcelona,,8025,Spain,"Enric ÃÅlvarez MartÃ_nez, Prof",,
NCT01541605,Michael Kluge,Hospital Clinic,Recruiting,Barcelona,,8036,Spain,"Eduard Vieta Pascual, Prof. Dr.",,EVIETA@clinic.ub.es
NCT01541605,Michael Kluge,Hospital Universitario la Princesa,Recruiting,Madrid,,28006,Spain,"Jose-Luis Ayuso Mateos, Prof. Dr.",,joseluis.ayuso@uam.es,,,
NCT01541605,Michael Kluge,Hospital Santiago ApÃ_stol,Recruiting,Vitoria,,1004,Spain,"Ana Gonzalez Pinto, Dr.",,anapinto@telefonica.net,,,
NCT01541969,Nottingham University Hospitals NHS Trust,University College London Ear Institute,,London,,WC1X 8EE,United Kingdom,,,,,,
NCT01541969,Nottingham University Hospitals NHS Trust,"NIHR Nottingham Hearing Biomedical Research Unit, University of Nottingham",,Nottingham,,NG1 5DU,United Kingdom,,,,,,
NCT01543633,Massachusetts General Hospital,Massachusetts General Hospital,,Boston,Massachusetts,2114,United States,,,,,,
NCT01545271,University Hospitals Bristol NHS Foundation Trust,St Michael's Hospital,,Bristol,Avon,BS2 8EG,United Kingdom,,,,,,
NCT01545843,University of Michigan,University of Michigan,,Ann Arbor,Michigan,48109,United States,,,,,,
NCT01545999,Centre for Addiction and Mental Health,Centre for Addiction and Mental Health,Recruiting,Toronto,Ontario,M6J 1H4,Canada,,,,,"Tarek K Rajji, MD.Daniel M Blumberger, MDZafaris, Jeff Daskalakis, MD, PhDBenoit Mulsant, MD, MSc",Principal InvestigatorSub-InvestigatorSub-InvestigatorSub-Investigator
NCT01548703,BrainCells Inc.,PRA International,,Zuidlaren,,9471 GP,Netherlands,,,,,,
NCT01549288,Lady Hardinge Medical College,Lady Hardinge Medical College and Associated Kalawati Saran Children's Hospital,,New Delhi,Delhi,110001,India,,,,,,
NCT01551511,Radboud University,Radboud University Nijmegen Medical Centre,,Nijmegen,,6500 HB,Netherlands,,,,,,
NCT01557062,Federal University of SÃ£o Paulo,Federal University of Sao Paulo,,Sao Paulo,SP,04020-050,Brazil,,,,,,
NCT01560039,Tel-Aviv Sourasky Medical Center,"Functional Brain Center, Sourasky Medical Center",Not yet recruiting,Tel Aviv,,,Israel,,,,,,
NCT01562236,Medical University of Vienna,Medical University of Vienna,,Vienna,,1090,Austria,,,,,,
NCT01562483,Radboud University,Radboud University Nijmegen Medical Centre,,Nijmegen,,6500 HB,Netherlands,,,,,,
NCT01563224,Imperial College London,"Neuropsychopharmacology, Imperial College",,London,,W12 0NN,United Kingdom,,,,,,
NCT01573819,GlaxoSmithKline,GSK Investigational Site,,Zuidlaren,,9471 GP,Netherlands,,,,,,
NCT01575002,Spaulding Rehabilitation Hospital,Spaulding Rehabilitation Hospital,Recruiting,Boston,Massachusetts,2114,United States,,,,,,
NCT01579942,Massachusetts General Hospital,Depression Clinical and Research Program,,Boston,Massachusetts,2114,United States,,,,,,
NCT01590316,Gorm Greisen,"Department of Neonatology, Rigshospitalet",,Copenhagen,,2100,Denmark,,,,,,
NCT01591408,"United States Naval Medical Center, San Diego",OASIS PTSD program,,San Diego,California,,United States,,,,,,
NCT01592513,Rabin Medical Center,Rabin Medical center,Recruiting,Petah Tikva,,49100,Israel,,,,,"Michal Tirosh, MD",Sub-Investigator
NCT01593397,Stanford University,"Stanford University School of Medicine, Department of Anesthesia",Recruiting,Stanford,California,94305,United States,"Jerry Ingrande, M.D., M.S.",650-723-7377,jerryi@stanford.edu,,,
NCT01595503,University of Michigan,University of Michigan Department of Psychiatry Depression Center,,Ann Arbor,Michigan,48109,United States,,,,,,
NCT01602250,Assistance Publique - HÃ´pitaux de Paris,CIC plurithÃ©matique Paris-Est (CIC-9304),,Paris,,75013,France,,,,,,
NCT01605838,"Advanced Brain Monitoring, Inc.",LA County + USC Medical Center,,Los Angeles,California,90033,United States,,,,,,
NCT01608178,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,Bethesda,Maryland,20892,United States,,,,,,
NCT01615523,University of Zurich,"University Hospital Zurich, Division of Neonatology",Not yet recruiting,Zurich,ZH,8091,Switzerland,,,,,,
NCT01629901,Duke University,Duke University Medical Center,,Durham,North Carolina,27710,United States,,,,,,
NCT01632280,Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Recruiting,Boston,Massachusetts,2215,United States,"Miguel Alonso-Alonso, MD",617-667-0240,malonso@bidmc.harvard.edu,,"Miguel Alonso-Alonso, MD",Principal Investigator
NCT01641588,University of Southampton,University of Southampton,,Southampton,Hampshire,SO171BJ,United Kingdom,,,,,,
NCT01642420,Roskilde County Hospital,"Neurologisk Afd, Roskilde Sygehus",Recruiting,Roskilde,,4000,Denmark,,,,,"Malene S Nielsen, MD",Principal Investigator
NCT01643798,Medical University of South Carolina,Medical University of South Carolina,,Charleston,South Carolina,29414,United States,,,,,,
NCT01646619,Sajjad Rahman,Mansoura University Children's Hospital,Recruiting,Mansoura,,,Egypt,"Islam A Noor, MD",20103893026,islamnoor79@yahoo.com,khashabamohamed@hotmail.com,Mohamed T Khashaba,Principal Investigator
NCT01646619,Sajjad Rahman,University Malaya Medical Center (UMMC),Recruiting,Kuala Lumpur,,,Malaysia,"Lucy CS Lum, Prof",60379492065,lumcs@ummc.edu.my,hasimah@ummc.edu.my,"Lucy CS Lum, Professor",Principal Investigator
NCT01646619,Sajjad Rahman,"NICU,Women's Hospital, Hamad Medical Corporation",Recruiting,Doha,,0,Qatar,"Sarrah A Eltinay, MBBS",-44397966,magcoolcoordinator@gmail.com,magcoolstudy@hotmail.com,"Samawal Lutfi, MD, CABP, NPM (Dalhousie)Hussain Parappil, MBBS,MD,DCH,FRCPCH",Sub-InvestigatorSub-Investigator
NCT01646619,Sajjad Rahman,Arrayan Hospital-Dr Sulaiman Al Habib Medical Group,Recruiting,Riyadh,,,Saudi Arabia,"Jassim Anabrees, MD,MRCPCH",96614904000,jasim1800@yahoo.com,,"Jassim Anabress, MD",Principal Investigator
NCT01646619,Sajjad Rahman,Zekai Tahir Burak Maternity Teaching Hospital,Recruiting,Ankara,,,Turkey,"Fuat E Canpolat, MD",9.05326E+11,femrecan@gmail.com,ugurdilmen@gmail.com,"Fuat E Canpolat, MD",Principal Investigator
NCT01646619,Sajjad Rahman,Diyarbakir Children's Hospital,Recruiting,Diyarbakir,,,Turkey,"Melek Akar, MD",9.04122E+14,Melek_akar@yahoo.com.tr,drheybet@hotmail.com,"Melek Akar, MDHeybet Tuzun, Pharm",Principal InvestigatorSub-Investigator
NCT01646619,Sajjad Rahman,Tawam Hospital,Recruiting,AlAin,,,United Arab Emirates,"Aiman Rahmani, MD",97137072181,arahmani@tawamhospital.ae,fchedid@tawamhospital.ae,"Aiman Rahmani, MDFares Chedid, MDMoghis Rehman, MD",Principal InvestigatorSub-InvestigatorSub-Investigator
NCT01648959,"University Health Network, Toronto","Toronto Western Hospital,UHN.",,Toronto,Ontario,M5T2S8,Canada,,,,,,
NCT01649232,Spanish Foundation for Neurometrics Development,"Murcia University, Psychology School",,Murcia,,30100,Spain,,,,,,
NCT01649700,National Yang Ming University,Taipei Veterans General Hospital,,Taipei,,,Taiwan,,,,,,
NCT01652391,University Hospital Tuebingen,Universitiy Hospital TÃ_bingen,,TÃ_bingen,,,Germany,,,,,,
NCT01655706,"University Health Network, Toronto",University of Calgary,Recruiting,Calgary,Alberta,T2N 2T9,Canada,Elisea de Somma,403-210-7321,ecdesomm@ucalgary.ca,,"Glenda MacQueen, MD, PhD",Principal Investigator
NCT01655706,"University Health Network, Toronto",University of British Columbia,Recruiting,Vancouver,British Columbia,V6T 2A1,Canada,Cindy Woo,604-822-7627,cindy.woo@ubc.ca,,"Raymond Lam, MD",Principal Investigator
NCT01655706,"University Health Network, Toronto",McMaster University,Recruiting,Hamilton,Ontario,L8P 3B6,Canada,Helen Begin,905-522-1155,hbegin@stjoes.ca,lcudney@stjosham.on.ca,"Benicio Frey, MD, PhD",Principal Investigator
NCT01655706,"University Health Network, Toronto",Queen's University,Recruiting,Kingston,Ontario,K7L 4X3,Canada,Kathleen Walker,613-548-5567,walkerk1@providencecare.ca,,"Roumen Milev, MD, PhD",Principal Investigator
NCT01655706,"University Health Network, Toronto",University Health Network,Recruiting,Toronto,Ontario,M5G 2C4,Canada,Franca Placenza,416-340-4800,franca.placenza@uhn.ca,,"Sidney Kennedy, MD",Principal Investigator
NCT01655706,"University Health Network, Toronto",Centre for Addiction and Mental Health,Recruiting,Toronto,Ontario,M5T 1R8,Canada,Shalini Sivathasan,416-535-8501,shalini.sivathasan@camh.ca,,"Arun Ravindran, MD",Principal Investigator
NCT01657084,University of Aarhus,Aarhus University Hospital,Recruiting,Aarhus,,8000,Denmark,,,,,,
NCT01657084,University of Aarhus,The Epilepsy Hospital Filadelfia,Recruiting,Dianalund,,,Denmark,"Sandor Beniczky, MD, PhD",,sbz@filadelfia.dk,,,
NCT01658111,IRCCS San Raffaele,IRCCS San Raffaele Pisana,Recruiting,Roma,,161,Italy,"Patrizio Sale, MD",,patrizio.sale@gmail.com,marco.franceschini@sanraffaele.it,"Patrizio Sale, MDMarco Franceschini, MD",Principal InvestigatorSub-Investigator
NCT01658111,IRCCS San Raffaele,Auxilium Viate Volterra,Recruiting,Volterra,,,Italy,"Federico Posteraro, MD",,f.posteraro@riabilitazione-volterra.it,s.mazzoleni@sssup.it,"Federico Posteraro, MDStefano Mazzoleni, PhD",Principal InvestigatorSub-Investigator
NCT01658748,VA Office of Research and Development,VA Greater Los Angeles Healthcare System,,Los Angeles,California,90073,United States,,,,,,
NCT01659814,Mclean Hospital,McLean Hospital,,Belmont,Massachusetts,2478,United States,,,,,,
NCT01659814,Mclean Hospital,Massachusetts General Hospital,,Boston,Massachusetts,2114,United States,,,,,,
NCT01661894,Duke-NUS Graduate Medical School,Duke-NUS Graduate Medical School,,Singapore,,169857,Singapore,,,,,,
NCT01662622,Huazhong University of Science and Technology,"Department of Anaesthesiology, Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology",,Wuhan,Hubei,430030,China,,,,,,
NCT01663545,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",Recruiting,Bethesda,Maryland,20892,United States,For more information at the NIH Clinical Center contact Patient Recruitment and Public Liaison Office (PRPL),800-411-1222,prpl@mail.cc.nih.gov,,,
NCT01671436,"University of California, Los Angeles",UCLA Semel Institute,,Los Angeles,California,90024,United States,,,,,,
NCT01671475,Bio-Signal Group Corp.,Kings County Hospital Center,,Brooklyn,New York,11203,United States,,,,,,
NCT01671475,Bio-Signal Group Corp.,SUNY Downstate Medical Center,,Brookyln,New York,11203,United States,,,,,,
NCT01671761,ElMindA Ltd,"Clinilabs, Inc.",,New York,New York,10019,United States,,,,,,
NCT01672489,Brigham and Women's Hospital,Brigham and Women's Hospital,,Boston,Massachusetts,2215,United States,,,,,,
NCT01674179,SouthCoast Medical Group,SouthCoast Medical Group,,Savannah,Georgia,31406,United States,,,,,,
NCT01676311,Spaulding Rehabilitation Hospital,Spaulding Rehabilitation Hospital,Recruiting,Charlestown,Massachusetts,2129,United States,,,,,,
NCT01677832,National Taiwan University Hospital,National Taiwan Univeristy Hospital,Recruiting,Taipei,,,Taiwan,"Susan Shur-Fen Gau, MD, PhD",886-2-23123456,gaushufe@ntu.edu.tw,,,
NCT01683019,"NeoSync, Inc.",Amen Clinic,,Newport Beach,California,92660,United States,,,,,,
NCT01683019,"NeoSync, Inc.","Institute of Mental Health, Peking University",,Beijing,,,China,,,,,,
NCT01683799,University of Rochester,University of Rochester Medical Center,,Rochester,New York,14642,United States,,,,,,
NCT01691976,Imperial College London,Imperial College Healthcare NHS Trust,Not yet recruiting,London,,W12 0NN,United Kingdom,,,,,"Paul D Abel, ChM, FRCS",Principal Investigator
NCT01692548,Hospital de Clinicas de Porto Alegre,Hospital de ClÃ_nicas de Porto Alegre,,Porto Alegre,Rio Grande do Sul,90035003,Brazil,,,,,,
NCT01694316,Stanford University,"Stanford University, Department of Psychiatry and Behavioral Sciences",Recruiting,Stanford,California,,United States,,,,,"Amit Etkin, MD PhD",Principal Investigator
NCT01694901,Claudia Spies,"Department of Anesthesiology and Intensive Care Medicine, Campus Virchow Klinikum, CharitÃ© - UniversitÃ_tsmedizin",Recruiting,Berlin,,13353,Germany,"Claudia Spies, MD, Prof.",+49 30 450 551001,claudia.spies@charite.de,,"Daniel Hadzidiakos, MDClaudia Spies, MD, Prof.",Sub-InvestigatorPrincipal Investigator
NCT01699308,University of Kentucky,University of Kentucky,Recruiting,Lexington,Kentucky,40502,United States,"Walter M High, Ph.D.",859-257-4888,walter.high@uky.edu,shonna.jenkins@uky.edu,"Walter M High, Ph.D.",Principal Investigator
NCT01701258,Mclean Hospital,McLean Hospital,Recruiting,Belmont,Massachusetts,2478,United States,Andrew Cohen,617-855-4237,acohen@mclean.harvard.edu,,"Diego Pizzagalli, PhD",Principal Investigator
NCT01701258,Mclean Hospital,Massachusetts General Hospital,Recruiting,Boston,Massachusetts,2114,United States,"Georges El Fakhri, PhD",617-726-9640,elfakhri@pet.mgh.harvard.edu,,"Georges El Fakhri, PhD",Principal Investigator
NCT01702480,GlaxoSmithKline,GSK Investigational Site,,Cambridge,Cambridgeshire,CB2 2GG,United Kingdom,,,,,,
NCT01703533,Neuren Pharmaceuticals Limited,University of Alabama,,Birmingham,Alabama,35294-0113,United States,,,,,,
NCT01703533,Neuren Pharmaceuticals Limited,Gillette Children's Specialty Healthcare,,St. Paul,Minnesota,55101,United States,,,,,,
NCT01703533,Neuren Pharmaceuticals Limited,Baylor School of Medicine,,Houston,Texas,77030,United States,,,,,,
NCT01705743,Huazhong University of Science and Technology,"Department of Anaesthesiology, Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology",,Wuhan,Hubei,430030,China,,,,,,
NCT01708031,Universiti Malaysia Perlis,Unimap,,Kangar,Perlis,2600,Malaysia,,,,,,
NCT01708226,"University of California, Los Angeles",University of California Los Angeles,,Los Angeles,California,90024,United States,,,,,,
NCT01714310,"University of California, Los Angeles",UCLA Semel Institute,Recruiting,Los Angeles,California,90095,United States,"Jennifer Cowen, Ph.D.",310-825-6170,jcowen@mednet.ucla.edu,jmcgough@mednet.ucla.edu,"Sandra Loo, Ph.D.Patricia Walshaw, Ph.D.",Sub-InvestigatorSub-Investigator
NCT01717508,Mclean Hospital,McLean Hospital,Recruiting,Belmont,Massachusetts,2478,United States,Colin Stanton,617-855-4240,camdl@mclean.harvard.edu,,,
NCT01719315,"University of Wisconsin, Madison","University of Wisconsin-Madison, Department of Psychiatry",Recruiting,Madison,Wisconsin,53719,United States,"David T Plante, MD",608-232-3333,dplante@wisc.edu,,,
NCT01719770,Medical University of Vienna,"Medical University of Vienna, Department of Emergency Medicine",,Vienna,,1190,Austria,,,,,,
NCT01720316,Mclean Hospital,McLean Hospital,,Belmont,Massachusetts,2478,United States,,,,,,
NCT01720615,Technische UniversitÃ_t MÃ_nchen,"Technische UniversitÃ_t MÃ_nchen, Klinikum rechts der Isar, Department of Anesthesiology",,Munich,Bavaria,,Germany,,,,,,
NCT01720667,Richard H. Haas,"University of California, San Diego Medical Center / Neonatal Intensive Care Unit (NICU)",Recruiting,San Diego,California,92103,United States,"Richard H Haas, MD",858-822-6700,rhaas@ucsd.edu,gereiner@ucsd.edu,"Richard H Haas, MD",Principal Investigator
NCT01724918,Lawson Health Research Institute,Foothills Medical Center,Recruiting,Calgary,Alberta,T2N 2T9,Canada,,,,,"Neelan Pillay, MB, ChB",Principal Investigator
NCT01724918,Lawson Health Research Institute,London Health Sciences Centre,Recruiting,London,Ontario,N6A 5A5,Canada,,,,,"Richard S McLachlan, MD, FRCPC",Principal Investigator
NCT01724918,Lawson Health Research Institute,Toronto Western Hospital,Recruiting,Toronto,Ontario,M5T 2S8,Canada,,,,,"J.C. Martin del Campo, MD",Principal Investigator
NCT01724918,Lawson Health Research Institute,Royal University Hospital,Recruiting,Saskatoon,Saskatchewan,S7N 0W8,Canada,,,,,"Jose F Tellez-Zenteno, MD",Principal Investigator
NCT01729507,Ludwig-Maximilians - University of Munich,Ludwig Maximilans University,Recruiting,Munich,Bavaria,80336,Germany,Andrea Linhardt,4.98952E+11,andrea.linhardt@med.uni-muenchen.de,,Andrea Linhardt,Sub-Investigator
NCT01735032,Hospices Civils de Lyon,Hospices Civils de Lyon,Recruiting,Lyon,,,France,"Julien JUNG, Dr",0033 472 117 833,,,,
NCT01737606,"University Hospital, Tours",University Hospital of Tours,,Tours,,37044,France,,,,,,
NCT01737736,Neurokeeper Technologies,Rambam Medical Center,Recruiting,Haifa,,,Israel,"Moshe Herskovitz, MD",97248542605,m_herskovitz@rambam.health.gov.il,,,
NCT01737749,Neurokeeper Technologies,Rambam Medical Center,Not yet recruiting,Haifa,,,Israel,"Moshe Herskovitz, MD",97248542605,m_herskovitz@rambam.health.gov.il,,,
NCT01738516,Rennes University Hospital,Rennes University Hospital,Recruiting,Rennes,Brittany,35033,France,Arnaud Biraben,33-2-9928-4162,arnaud.biraben@chu-rennes.fr,,Arnaud Biraben,Principal Investigator
NCT01742858,ElMindA Ltd,"Electrical Geodesics, Inc.",,Eugene,Oregon,97403,United States,,,,,,
NCT01743456,King's College Hospital NHS Trust,King's College Hospital NHS Foundation Trust,,London,Denmark Hill,SE5 9RS,United Kingdom,,,,,,
NCT01747200,National Institute of Neurological Disorders and Stroke (NINDS),"National Institutes of Health Clinical Center, 9000 Rockville Pike",Recruiting,Bethesda,Maryland,20892,United States,For more information at the NIH Clinical Center contact Patient Recruitment and Public Liaison Office (PRPL),800-411-1222,prpl@mail.cc.nih.gov,,,
NCT01747863,McGill University Health Center,Wayne State University,Recruiting,Detroit,Michigan,48201,United States,"Seetha Shankaran, MD",313-745-1436,sshankar@med.wayne.edu,apappas@med.wayne.edu,"Seetha Shankaran, MDAthina Pappas, MDVaneet Kalra, MD",Principal InvestigatorSub-InvestigatorSub-Investigator
NCT01747863,McGill University Health Center,The Ohio Stage University - Nationwide Children's Hospital,Not yet recruiting,Columbus,Ohio,43205-2664,United States,"Pablo Sanchez, MD",614-355-6638,pablo.sanchez@nationwidechildrens.org,,"Pablo Sanchez, MD",Principal Investigator
NCT01747863,McGill University Health Center,Brown University,Recruiting,Providence,Rhode Island,2905,United States,"Abbot Laptook, MD",401-274-1122,alaptook@wihri.org,BShah@wihri.org,"Abbot Laptook, MDBirju A Shah, MD",Principal InvestigatorSub-Investigator
NCT01747863,McGill University Health Center,University of Texas Southwestern,Recruiting,Dallas,Texas,75235,United States,"Lina Chalak, MD",214-730-5437,Lina.chalak@utsouthwestern.edu,,"Lina Chalak, MDDiana Vasil, RNC-NICNancy Rollins, MD",Principal InvestigatorSub-InvestigatorSub-Investigator
NCT01747863,McGill University Health Center,Montreal Children's Hospital,Completed,Montreal,Quebec,H3H 1P3,Canada,,,,,,
NCT01747863,McGill University Health Center,Mahidol University - Ramathibodi Hospital,Recruiting,Bangkok,,10400,Thailand,"Chatchay Prempunpong, MD",-1953,chatchaypr@gmail.com,,"Chatchay Prempunpong, MDKanuengnit Emrat, NNP",Principal InvestigatorSub-Investigator
NCT01747863,McGill University Health Center,Imperial College London,Recruiting,London,,W12 0HS,United Kingdom,"Sudhin Thayyil, MD",-8987,s.thayyil@imperial.ac.uk,,"Sudhin Thayyil, MDPaolo Mon, MD",Principal InvestigatorSub-Investigator
NCT01747915,Pfizer,Childrens Hospital Los Angeles,Not yet recruiting,Los Angeles,California,90027,United States
NCT01747915,Pfizer,Axcess Medical Research,Recruiting,Loxahatchee,Florida,33470,United States
NCT01747915,Pfizer,Pediatric Epilepsy Center of Central Florida,Recruiting,Orlando,Florida,32819,United States
NCT01747915,Pfizer,"Pediatric Neurology, PA",Recruiting,Orlando,Florida,32819,United States
NCT01747915,Pfizer,Medsol Clinical Research Center,Recruiting,Port Charlotte,Florida,33952,United States
NCT01747915,Pfizer,Axcess Medical Research,Recruiting,Wellington,Florida,33414,United States
NCT01747915,Pfizer,West Georgia Sleep Disorder &amp; Neurology Assoc,Recruiting,Douglasville,Georgia,30134,United States
NCT01747915,Pfizer,Precise Clinical Research Solutions,Recruiting,Manhattan,Kansas,66502,United States
NCT01747915,Pfizer,Center for Clinical and Translational Science,Recruiting,Lexington,Kentucky,40536,United States
NCT01747915,Pfizer,Kentucky Neuroscience Institute,Recruiting,Lexington,Kentucky,40536,United States
NCT01747915,Pfizer,University of Kentucky Hospital Pharmacy - UK Chandler Hospital,Recruiting,Lexington,Kentucky,40536,United States
NCT01747915,Pfizer,Boston Children's Hospital,Recruiting,Boston,Massachusetts,2115,United States
NCT01747915,Pfizer,Newton-Wellesley Hospital,Recruiting,Newton,Massachusetts,2462,United States
NCT01747915,Pfizer,Stony Brook University,Not yet recruiting,Stony Brook,New York,11794,United States
NCT01747915,Pfizer,"Ohio Clinical Research Partners, LLC",Terminated,Canton,Ohio,44718,United States
NCT01747915,Pfizer,"Neurological Clinic of Texas, P.A.",Recruiting,Dallas,Texas,75251,United States
NCT01747915,Pfizer,"Road Runner Research, LTD",Recruiting,San Antonio,Texas,78258,United States
NCT01747915,Pfizer,McLane Children's Scott &amp; White - Temple Specialty Clinic,Recruiting,Temple,Texas,76502,United States
NCT01747915,Pfizer,Scott &amp; White Memorial Hospital and Clinic,Recruiting,Temple,Texas,76508,United States
NCT01747915,Pfizer,"Rainier Clinical Research Center, Inc.",Recruiting,Renton,Washington,98057,United States
NCT01747915,Pfizer,LKH Bregenz University Hospital,Recruiting,Bregenz,Vorarlberg,6900,Austria
NCT01747915,Pfizer,Medizinische UniversitÃ_t Innsbruck,Recruiting,Innsbruck,,6020,Austria
NCT01747915,Pfizer,AKH Linz,Terminated,Linz,,4021,Austria
NCT01747915,Pfizer,CHU Brugmann - Site Horta,Recruiting,Brussels,Bruxelles Capitale,1020,Belgium
NCT01747915,Pfizer,UZ Brussel - Campus Jette,Recruiting,Brussel,Bruxelles-Capitale,1090,Belgium
NCT01747915,Pfizer,MHAT Puls AD,Recruiting,Blagoevgrad,,2700,Bulgaria
NCT01747915,Pfizer,DCC Sv. Pantaleimon OOD,Recruiting,Pleven,,5800,Bulgaria
NCT01747915,Pfizer,MMA MHAT Pleven,Recruiting,Pleven,,5800,Bulgaria
NCT01747915,Pfizer,Medical Center Teodora,Recruiting,Ruse,,7000,Bulgaria
NCT01747915,Pfizer,UMHAT Aleksandrovska,Recruiting,Sofia,,1431,Bulgaria
NCT01747915,Pfizer,DCC Sveta Anna - Sofia,Recruiting,Sofia,,1784,Bulgaria
NCT01747915,Pfizer,"University Hospital Center Split, Clinic of Neurology",Recruiting,Split,,21000,Croatia
NCT01747915,Pfizer,Clinical Hospital Dubrava; Institute for Neurology,Recruiting,Zagreb,,10000,Croatia
NCT01747915,Pfizer,UHC Sestre Milosrdnice,Recruiting,Zagreb,,10000,Croatia
NCT01747915,Pfizer,Aarhus University Hospital,Recruiting,Aarhus C,,8000,Denmark
NCT01747915,Pfizer,"Copenhagen University Hospital, Rigshospitalet",Recruiting,Copenhagen,,2100,Denmark
NCT01747915,Pfizer,Odense University Hospital,Recruiting,Odense C,,5000,Denmark
NCT01747915,Pfizer,Tartu University Hospital,Recruiting,Tartu,,51014,Estonia
NCT01747915,Pfizer,CHU d'Amiens - Picardie,Recruiting,Amiens Cedex 1,,80054,France
NCT01747915,Pfizer,Hopital Raymond Poincare - Pavillon Grosiord,Recruiting,Garches,,92380,France
NCT01747915,Pfizer,Hopital Raymond Poincare,Recruiting,Garches,,92380,France
NCT01747915,Pfizer,CHRU de Rennes - HÃ´pital Pontchaillou,Recruiting,Rennes,,35033,France
NCT01747915,Pfizer,Athens Naval Hospital,Recruiting,Athens,,11521,Greece
NCT01747915,Pfizer,General Children's Hospital of Pendeli,Recruiting,Athens,,15236,Greece
NCT01747915,Pfizer,"University General Hospital of Thessaloniki ""AHEPA""",Recruiting,Thessaloniki,,54636,Greece
NCT01747915,Pfizer,Dr. Kenessey Albert Korhaz es Rendelointezet,Recruiting,Balassagyarmat,,H-2660,Hungary
NCT01747915,Pfizer,"Semmelweis Egyetem Altalanos Orvostudomanyi Kar, Neurologiai Klinika",Recruiting,Budapest,,H-1083,Hungary
NCT01747915,Pfizer,"Semmelweis Egyetem, I. Sz. Gyermekgyogyaszati Klinika",Recruiting,Budapest,,H-1083,Hungary
NCT01747915,Pfizer,"MH Egeszsegugyi Kozpont, Ideggyogyaszati Osztaly",Recruiting,Budapest,,H-1134,Hungary
NCT01747915,Pfizer,Dr. Attila Csanyi,Recruiting,Gyor,,H-9023,Hungary
NCT01747915,Pfizer,Csongrad Megyei Egeszsegugyi Ellato Kozpont Hodmezovasarhely-Mako,Recruiting,Hodmezovasarhely,,H-6800,Hungary
NCT01747915,Pfizer,Pest Megyei FlÃ_r Ferenc KÃ_rhaz,Recruiting,Kistarcsa,,2143,Hungary
