nct_id,sponsor_type,overall_status,study_type,start_date,completion_date,phase,brief_title,conditions,interventions,primary_completion_date,,completion_date_type,org_study_id,secondary_id,actual_duration,reported_enrollment,derived_enrollment,enrollment_type,number_of_arms,number_of_facilities,number_of_nsae_subjects,number_of_sae_subjects,registered_in_fiscal_year,results_reported,months_to_report_results,why_stopped,is_section_801,is_fda_regulated,has_expanded_access,has_dmc
NCT01882699,Industry,Completed,Interventional,5/1/13,12/1/13,N/A,30 Days in Home Use and Home Use Patterns Over 6 Months,,,12/1/13,,Actual,CIP-004,,0.59,30,,Actual,1,4,0,0,2013,,,,1,1,0,1
NCT01883765,Other,Recruiting,Interventional,2/1/13,9/1/15,N/A,Efficacy of Neurofeedback Training in Adults With ADHD,Attention Deficit Disorder with Hyperactivity,,6/1/15,,Anticipated,SCHO 1448/2-1,,2.33,105,,Anticipated,3,1,0,0,2013,,,,,0,0,
NCT01885338,Other,Completed,Interventional,6/1/13,5/1/14,Phase 1,N-acetylcysteine (NAC) for Improving Cognitive Dysfunction in Schizophrenia,"Cognition Disorders, Schizophrenia","N-monoacetylcystine, Acetylcysteine",5/1/14,,Actual,PCC 2013-020208,,0.92,26,,Actual,2,1,0,0,2013,,,,0,1,0,0
NCT01886131,Other,Terminated,Interventional,6/1/13,7/1/14,Phase 0,Motor Control During Rapid Eye Movement (REM) Sleep Behaviour Disorder,"Mental Disorders, Parkinson Disease, REM Sleep Behavior Disorder",,6/1/14,,Actual,12 388 02,,1,3,,Actual,1,2,0,0,2013,,,Recruitment,,0,0,0
NCT01886274,Other,Recruiting,Interventional,10/1/12,10/1/14,Phase 2,Does tDCS is Effective in the Prophylactic Treatment of Migraine,Migraine Disorders,,6/1/13,,Anticipated,Migraine_tDCS,,0.67,36,,Anticipated,3,1,0,0,2013,,,,,0,0,1
NCT01889004,Other,Completed,Interventional,2/1/14,1/1/16,Phase 4,The Neural Mechanisms of Anesthesia and Human Consciousness,,"Anesthetics, Dexmedetomidine, Propofol",1/1/16,,Actual,LOC-2013,,1.92,47,,Actual,2,1,0,0,2013,,,,,0,0,0
NCT01891721,Other,Recruiting,Interventional,11/1/13,7/1/17,N/A,Evaluating Two Types of Cognitive Training in Veterans With Schizophrenia,Schizophrenia,,6/1/17,,Anticipated,MHBB-015-12F,,3.58,120,,Anticipated,3,2,0,0,2013,,,,,0,0,0
NCT01895348,Other,Recruiting,Interventional,8/1/13,8/1/14,Phase 4,A Comparison of Surgical Outcome Following Drug-induced Sleep Endoscopic Diagnosis Using Propofol or Dexmedetomidine for Sedation : A Prospective Randomized Trial,"Sleep Apnea, Obstructive","Dexmedetomidine, Propofol, Remifentanil",8/1/14,,Anticipated,4-2012-0291,,1,100,,Anticipated,3,1,0,0,2013,,,,,0,0,
NCT01896791,Other,Recruiting,Interventional,5/1/13,12/1/13,N/A,Transcranial Direct Current Stimulation (tDCS) in Vasomotor Symptoms of Menopause,,,12/1/13,,Anticipated,12-0418,,0.59,30,,Anticipated,2,1,0,0,2013,,,,0,1,0,1
NCT01897025,Other,Recruiting,Interventional,1/1/11,1/1/14,Phase 2,Combined Transcranial Direct Current Stimulation and Motor Imagery-based Robotic Arm Training for Stroke Rehabilitation,Stroke,,1/1/14,,Anticipated,NIG09may022,,3,32,,Anticipated,2,1,0,0,2013,,,,,0,0,0
NCT01897194,Other,Completed,Observational,7/1/13,7/1/14,N/A,Using EEG to Study Coma in the Neurocritical Care Unit,Coma,,7/1/14,,Actual,IRB_00059288,,1,1,,Actual,,0,0,0,2013,,,,,0,0,0
NCT01899651,Industry,Enrolling by invitation,Observational,5/1/14,8/1/16,N/A,Detection and Quantification of Neonatal Intraventricular Hemorrhage,"Cerebral Hemorrhage, Fetal Diseases, Hemorrhage, Infant, Newborn, Diseases",,8/1/16,,Anticipated,77598-01,,2.25,22,,Anticipated,,1,0,0,2013,,,,,0,0,0
NCT01899924,Other,Recruiting,Interventional,7/1/13,7/1/18,N/A,Cognitive Assessment by the Mean of Event Related Potentials,Brain Injuries,,7/1/17,,Anticipated,I12011,,4,320,,Anticipated,1,1,0,0,2013,,,,,0,0,0
NCT01900457,Other,Completed,Interventional,6/1/12,10/1/13,N/A,Vestibular and Multisensory Influence on Bodily and Spatial Representations. Behavioral and Electrophysiological Investigations in Vestibular-defective Patients and Healthy Volunteers,,,10/1/13,,Actual,2011-A01221-40,,1.33,208,,Actual,2,1,0,0,2013,,,,,0,0,0
NCT01903538,Other,Completed,Interventional,7/1/11,7/1/12,N/A,Interference With Cognitive Control by Transcranial Direct Current Stimulation,,,7/1/12,,Actual,211/2010BO1_2,,1,28,,Actual,2,1,0,0,2013,,,,,0,0,
NCT01904786,Other,Withdrawn,Interventional,4/1/14,11/1/18,Phase 1,Melatonin Treatment for Newborn Infants With Moderate to Severe Hypoxic Ischemic Encephalopathy,"Brain Diseases, Brain Ischemia, Hypoxia-Ischemia, Brain, Ischemia",Melatonin,12/1/17,,Anticipated,SLU22484,,3.67,0,,Actual,2,1,0,0,2013,,,Lack of enrollment of suitable candidates,0,1,0,1
NCT01905995,Industry,Recruiting,Observational,7/1/13,12/1/15,N/A,Basal Ganglia Local Field Potentials in Gait and Speech,Basal Ganglia Diseases,,12/1/14,,Anticipated,BG EEG Munich,,1.42,10,,Anticipated,,1,0,0,2013,,,,,0,0,0
NCT01907217,Other,Completed,Interventional,5/1/08,4/1/15,Phase 4,Enhancing the Effectiveness of Electroconvulsive Therapy in Severe Depression,"Depressive Disorder, Depression","Methohexital, Succinylcholine",11/1/13,,Actual,TRA/2007/5,,5.51,138,,Actual,2,1,0,0,2013,,,,1,1,0,1
NCT01909011,Other,Completed,Interventional,1/1/13,5/1/14,N/A,A Single Blind Study of Cranial Electrical Stimulation in Bipolar II Disorder,,,5/1/14,,Actual,#199-11,,1.33,16,,Actual,2,1,42,0,2013,1,9,,,0,0,0
NCT01911195,Other,"Active, not recruiting",Interventional,7/1/13,7/1/16,N/A,Reconstructing Consciousness and Cognition,Cognition Disorders,"Anesthetics, Isoflurane",7/1/16,,Anticipated,McDonnell RCC,,3,60,,Anticipated,2,3,0,0,2013,,,,0,1,0,1
NCT01913912,Industry,Not yet recruiting,Interventional,1/1/15,12/1/15,Phase 3,Event Rate and Effects of Stimulants in ADHD,Attention Deficit Disorder with Hyperactivity,,12/1/15,,Anticipated,EC/2013/481,,0.92,25,,Anticipated,2,3,0,0,2013,,,,,0,0,0
NCT01914679,Industry,Terminated,Interventional,7/1/13,2/1/15,N/A,A Prospective Evaluation of RINCE to Reduce Fibromyalgia Effects - University of Michigan,"Fibromyalgia, Myofascial Pain Syndromes",,2/1/15,,Actual,NPT-201-UM,,1.59,17,,Actual,2,1,0,0,2013,,,Sponsor terminated the study,,0,0,0
NCT01917344,Other,Completed,Interventional,8/1/13,6/1/14,N/A,"The Brain, Neurological Features and Neuropsychological Functioning in Adults With Phenylketonuria: A Pilot Study",Phenylketonurias,,6/1/14,,Actual,IRB-P00003864,,0.83,10,,Actual,1,1,0,0,2013,1,11,,,0,0,0
NCT01923441,Industry,Completed,Observational,8/1/13,7/1/14,N/A,Evaluation of the Effectiveness and Clinical Utility of Brain Network Activation (BNA‰ã¢) Technology in the Management of Sport Related Concussion in Youth and Adolescents Athletes.,Brain Injuries,,6/1/14,,Actual,ELM-21,,0.83,18,,Actual,,1,0,0,2013,,,,,0,0,0
NCT01926366,Industry,Completed,Interventional,9/1/13,3/1/14,Phase 1,AZD6423 SAD/MAD Study in Healthy Volunteers,,,3/1/14,,Actual,D3521C00001,,0.5,175,,Actual,2,1,0,0,2013,,,,1,1,0,0
NCT01929837,Other,"Active, not recruiting",Interventional,9/1/13,,N/A,Tinnitus rTMS 2013,Tinnitus,,12/1/15,,,T69/2013,,2.25,80,,Actual,4,1,0,0,2013,,,,,0,0,0
NCT01935661,Other,Enrolling by invitation,Observational,9/1/13,12/1/16,N/A,A Case Control Study to Evaluate the Cognitive and Brain Function of ë_-thalassemia Patients.,"Beta-Thalassemia, Thalassemia",,12/1/16,,Anticipated,111-12-EMC,,3.25,120,,Anticipated,,1,0,0,2013,,,,,0,0,0
NCT01937897,Other,Completed,Interventional,7/1/13,2/1/14,N/A,Unilateral Massage as a Potential Treatment for Depression,"Depressive Disorder, Depression",,2/1/14,,Actual,13-0441,,0.59,12,,Actual,3,1,0,0,2013,,,,,0,0,0
NCT01941251,Other,Recruiting,Interventional,3/1/13,12/1/16,Phase 2,Navigated ë±TMS in Treatment-resistant Schizophrenia,"Psychotic Disorders, Schizophrenia",,4/1/16,,Anticipated,932012,,3.09,50,,Anticipated,2,1,0,0,2013,,,,,0,0,0
NCT01941524,Other,Recruiting,Interventional,9/1/13,8/1/14,Phase 4,Brain Oxygenation and Function of Preterm Newborns During Administration of Two Different Surfactant Preparations,"Respiratory Distress Syndrome, Adult, Respiratory Distress Syndrome, Newborn, Respiratory Insufficiency","Beractant, Poractant alfa, Pulmonary Surfactants",12/1/13,,Anticipated,502-14-02215338-09873,,0.25,24,,Anticipated,2,1,0,0,2013,,,,,0,0,0
NCT01942525,Other,"Active, not recruiting",Observational,6/1/10,9/1/13,N/A,Influence of Intrauterine Growth Restriction on Amplitude-integrated EEG in Preterm Infants,"Fetal Growth Retardation, Mental Disorders Diagnosed in Childhood",,9/1/13,,Anticipated,KKS-07-2013,,3.25,156,,Actual,,1,0,0,2013,,,,,0,0,0
NCT01945372,Other,Not yet recruiting,Interventional,10/1/13,8/1/17,N/A,Neurofeedback Treatment of Affective Instability in Premenstrual Dysphoric Disorder(PMDD),,,8/1/15,,Anticipated,TASMC-13-TH-0295-13-CTIL,,1.83,50,,Anticipated,2,1,0,0,2013,,,,0,1,0,1
NCT01946802,Industry,Recruiting,Interventional,12/1/14,12/1/16,N/A,Seizure Detection Using SEDline During Therapeutic Hypothermia in Cardiac Arrest Victims,"Heart Arrest, Hypothermia",,12/1/15,,Anticipated,H-1303-013-470,,1,44,,Anticipated,1,1,0,0,2013,,,,,0,0,0
NCT01948414,Other,Recruiting,Interventional,7/1/13,7/1/17,N/A,Cognitive Processes Study in Obese Women With and Without Eating Disorders,"Eating Disorders, Hyperphagia",,7/1/17,,Anticipated,2012.784,,4,90,,Anticipated,3,1,0,0,2013,,,,,0,0,1
NCT01948739,NIH,Recruiting,Interventional,9/1/13,7/1/16,N/A,Brain Machine Interface Control of an Robotic Exoskeleton in Training Upper Extremity Functions in Stroke,,,7/1/16,,Anticipated,1R01NS081854,,2.83,30,,Anticipated,1,1,0,0,2013,,,,,0,0,0
NCT01951144,Industry,Completed,Interventional,10/1/13,7/1/14,Phase 1,"A First In Human Study In Healthy People To Evaluate Safety, Toleration, Pharmacokinetics and Pharmacodynamics of Single Oral Doses Of PF-06372865",,Lorazepam,7/1/14,,Actual,B7431001,,0.75,45,,Actual,4,1,0,0,2013,,,,,0,0,0
NCT01951612,Other,Recruiting,Interventional,11/1/11,12/1/16,N/A,"Cognitive Changes and Rehabilitation in People With Transient Ischemic Attack, Stroke, or Stroke Risk Factors","Ischemia, Ischemic Attack, Transient, Leukoencephalopathies, Stroke",,12/1/16,,Anticipated,Aug-53,,5.09,40,,Anticipated,2,1,0,0,2013,,,,,0,0,
NCT01952028,Other,Withdrawn,Observational,11/1/13,12/1/14,N/A,LAMA2-related Muscular Dystrophy Brain Study,Muscular Dystrophies,,11/1/14,,Anticipated,CMDIR-003,,1,0,,Actual,,1,0,0,2013,,,,,0,0,0
NCT01953614,Other,Recruiting,Interventional,6/1/13,,N/A,Effects of Chiropractic Adjustments on Brain Function Using Quantitative Encephalography,,,12/1/15,,,I-0010,,2.5,30,,Anticipated,3,1,0,0,2013,,,,,0,0,
NCT01956760,Other,Enrolling by invitation,Interventional,9/1/12,10/1/14,N/A,Effects of Acupuncture and Intradermal Acupuncture on Insomnia,,,9/1/14,,Anticipated,KHNMC-OH-IRB 2011-015,,2,38,,Actual,2,1,0,0,2013,,,,,0,0,1
NCT01957410,Industry,Completed,Interventional,2/1/14,9/1/15,Phase 2,A Study to Investigate Evoked Potentials as Markers of Ketamine-induced Cortical Plasticity in Patients With Major Depressive Disorder,"Depression, Depressive Disorder, Depressive Disorder, Major",Ketamine,9/1/15,,Actual,CR102607,,1.58,13,,Actual,2,1,0,0,2013,,,,1,1,0,0
NCT01959373,Other,Suspended,Interventional,10/1/13,,N/A,Dysfunctions and Plasticity Mechanisms of Motor System Assessed by Cortico-cortical and Cortico-muscular Coherence Analysis in Amyotrophic Lateral Sclerosis,"Amyotrophic Lateral Sclerosis, Motor Neuron Disease, Sclerosis",,7/1/14,,,2013-A00802-43,,0.75,30,,Anticipated,2,1,0,0,2014,,,,,0,0,0
NCT01960452,Industry,Recruiting,Observational,10/1/13,12/1/15,N/A,A High Density EEG Comparison of Sleep Patterns in Insomnia,,,12/1/15,,Anticipated,HSC-2013-0019,,2.17,40,,Anticipated,,1,0,0,2014,,,,,0,0,0
NCT01961557,NIH,Recruiting,Observational,9/1/13,9/1/16,N/A,Evaluating a New Knee-Ankle-Foot Brace to Improve Crouch Gait in People With Cerebral Palsy,Cerebral Palsy,,9/1/16,,Anticipated,130210,,3,40,,Anticipated,,1,0,0,2014,,,,,0,0,
NCT01962181,Other,Not yet recruiting,Interventional,10/1/13,12/1/15,N/A,Identifying Characteristic Signature of Attention Deficit / Hyperactivity Disorder (ADHD) and Ritalin Treatment,"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",Methylphenidate,12/1/15,,Anticipated,RE0379-HMO-STILL,,2.17,40,,Anticipated,2,1,0,0,2013,,,,,0,0,0
NCT01962285,Other,Completed,Interventional,8/1/13,10/1/13,Phase 4,Neuronal Inertia in Propofol Anesthesia,Unconsciousness,Propofol,9/1/13,,Actual,INERTIA,,0.08,14,,Actual,1,1,0,0,2014,,,,,0,0,0
NCT01963065,Other,Recruiting,Observational,3/1/15,11/1/18,N/A,NICU-HEALTH (Hospital Exposures and Long-Term Health),,,11/1/18,,Anticipated,GCO 12-0332,,3.67,150,,Anticipated,,1,0,0,2013,,,,,,,
NCT01963247,Industry,Completed,Observational,10/1/13,12/1/14,N/A,An Investigator Initiated Study to Evaluate the Effectiveness of Brain Network Activation (BNA‰ã¢) Technology in the Management of Sport Related Concussion,Brain Injuries,,8/1/14,,Actual,ELM-22,,0.83,145,,Actual,,1,0,0,2014,,,,,0,0,0
NCT01965184,NIH,Recruiting,Interventional,10/1/13,7/1/17,N/A,Cognitive-Behavioral Therapy for Disruptive Behavior in Children and Adolescents,Aggression,,5/1/17,,Anticipated,0102012121C,,3.58,80,,Anticipated,2,1,0,0,2014,,,,,0,0,1
NCT01966679,Other,Completed,Interventional,10/1/13,7/1/15,Phase 2,Targeting GABA-A for the Treatment of Social Disability in Young Adults With Autism Spectrum Disorders: A Phase II Proof of Mechanism Trial,"Autistic Disorder, Child Development Disorders, Pervasive",,7/1/15,,Actual,HHS-NIH-DA-12-241,,1.75,40,,Actual,2,3,0,0,2014,,,,1,1,0,1
NCT01968512,Other,Completed,Interventional,10/1/13,4/1/14,N/A,Neurobiological Aspects of the Attention Deficit Hyperactivity Disorder,"Hyperkinesis, Attention Deficit Disorder with Hyperactivity",,4/1/14,,Actual,285.841,,0.5,60,,Actual,2,1,0,0,2013,,,,,0,0,0
NCT01969227,Other,Recruiting,Interventional,1/1/14,8/1/16,N/A,The Effects of Ketamine on Respiratory Stimulation and Transpulmonary Pressures,,Ketamine,8/1/16,,Anticipated,2013P001690,,2.58,15,,Anticipated,1,1,0,0,2014,,,,,0,0,0
NCT01969851,Industry,Recruiting,Interventional,10/1/13,7/1/16,Phase 2,A Study to Investigate the Safety and Efficacy of Lacosamide Added to the Patients Current Therapy in Patients Aged 1 Month to Less Than 18 Years Old With Epilepsy Syndromes Associated With Generalized Seizures.,Epilepsy,Lacosamide,7/1/16,,Anticipated,SP0966,,2.75,50,,Anticipated,1,31,0,0,2014,,,,1,1,0,0
NCT01970150,Other,Terminated,Interventional,2/1/14,12/1/15,N/A,The Effect of Repeated Transcranial Magnetic Stimulation on Off-line Resting Electroencephalographic Signal in Alzheimer's Disease,,,4/1/15,,Anticipated,104382,,1.16,5,,Actual,1,1,0,0,2014,,,1. New data from a published trial requires substantial change in study protocol,,,,
NCT01973127,Other,Not yet recruiting,Interventional,5/1/14,12/1/16,N/A,Transcranial Magnetic Stimulation in the Treatment of Addiction,"Alcoholism, Behavior, Addictive",,4/1/15,,Anticipated,NISPA-IZ/MB22,,0.92,30,,Anticipated,2,1,0,0,2014,,,,0,1,0,0
NCT01974427,NIH,Recruiting,Observational,10/1/13,4/1/23,N/A,Functional Brain Imaging in Healthy Volunteers to Study Cognitive Functions,,,4/1/23,,Anticipated,140002,,9.5,200,,Anticipated,,1,0,0,2014,,,,,0,0,
NCT01975415,Other,Completed,Observational,10/1/13,11/1/13,N/A,Digital Medicine in Meditation,,,11/1/13,,Actual,13 - 6251,,0.08,40,,Actual,,1,0,0,2014,,,,,0,0,0
NCT01976975,Other,Recruiting,Observational,10/1/13,10/1/17,N/A,Brain Mechanisms of Human Motivation,"Bipolar Disorder, Depression, Depressive Disorder, Depressive Disorder, Major, Disease",,10/1/17,,Anticipated,2013-P-001352,,4,192,,Anticipated,,1,0,0,2014,,,,,0,0,0
NCT01980251,Other,Recruiting,Observational [Patient Registry],10/1/13,2/1/16,N/A,"Delirium, Electroencephalographic Alterations and Cortical Spreading Depression (CSD) in Critical Illness","Critical Illness, Delirium",,9/1/15,,Anticipated,Delirium and cEEG,,1.92,260,,Anticipated,,1,0,0,2014,,,,,0,0,1
NCT01980433,Other,Recruiting,Interventional,1/1/14,2/1/16,N/A,Inhibitory rTMS in Dystonic Wilson Patients,"Hepatolenticular Degeneration, Movement Disorders",,2/1/16,,Anticipated,P121105,,2.08,15,,Anticipated,2,1,0,0,2014,,,,,0,0,0
NCT01982812,NIH,Completed,Interventional,1/1/14,6/1/15,Phase 2,"A Dose-Escalation, Safety and Feasibility Study of Enteral LVT for Seizure Control in Pediatric CM","Malaria, Malaria, Cerebral, Seizures","Etiracetam, Piracetam",6/1/15,,Actual,7R01NS074409-02,,1.41,44,,Actual,2,1,0,0,2014,,,,,0,0,1
NCT01983384,Other,Recruiting,Interventional,8/1/15,12/1/18,Phase 3,Anesthesia Depth And Postoperative Delirium Trial 2,"Cognition Disorders, Delirium",Anesthetics,6/1/17,,Anticipated,ANESDEPTH,,1.84,202,,Anticipated,2,1,0,0,2014,,,,,0,0,1
NCT01985308,Industry,Completed,Interventional,11/1/13,4/1/14,N/A,A Trial To Evaluate The Efficacy of Magnetic Resonant Therapy in Autism,"Child Development Disorders, Pervasive",,4/1/14,,Actual,MRT-001,,0.41,28,,Actual,2,2,0,0,2014,,,,,0,0,1
NCT01991145,Industry,Recruiting,Interventional,11/1/13,7/1/15,N/A,Allogeneic UCB Therapy With EPO in Children With CP,Cerebral Palsy,Epoetin alfa,7/1/15,,Anticipated,UCBnEPOinCP,,1.66,120,,Anticipated,4,1,0,0,2014,,,,,0,0,0
NCT01993186,Industry,Recruiting,Interventional,1/1/14,,Phase 2,Phase 2 Study of Triheptanoin (UX007) for the Treatment of Glucose Transporter Type 1 Deficiency Syndrome (Glut1 DS),"Carbohydrate Metabolism, Inborn Errors, Syndrome",Glycerol,6/1/16,,,UX007G-CL201,,2.42,40,,Anticipated,2,16,0,0,2014,,,,1,1,0,1
NCT01993316,Other,Not yet recruiting,Interventional,12/1/13,12/1/14,N/A,Neurofeedback Using TMS as an Assessment Tool,Brain Diseases,,12/1/14,,Anticipated,neurofeedbackTMS1,,1,20,,Anticipated,1,1,0,0,2013,,,,,0,0,0
NCT01993771,Other,Completed,Observational,9/1/13,10/1/15,N/A,Monitoring of Anaesthesic Depth in the Cerebral Cortex Using Bispectral Bilateral System.,,,8/1/15,,Actual,HOLOBIS,,1.92,25,,Actual,,1,0,0,2013,,,,,0,0,0
NCT02002819,Other,Recruiting,Interventional,6/1/14,6/1/17,Phase 2,Levetiracetam for Alzheimer's Disease-Associated Network Hyperexcitability,Alzheimer Disease,"Etiracetam, Piracetam",12/1/16,,Anticipated,LEV-AD,,2.5,36,,Anticipated,2,1,0,0,2014,,,,1,1,0,0
NCT02006212,Other,Recruiting,Interventional,1/1/14,8/1/17,N/A,Impact of Cerebral Monitoring on Neurologic Outcome in Cardiac Surgery,,,1/1/17,,Anticipated,SARB 23th November 2013,,3,1500,,Anticipated,1,2,0,0,2014,,,,,0,0,0
NCT02011399,Other,Terminated,Observational,2/1/11,6/1/11,N/A,Brain Computer Interfaces (Mu Rhythm Learning),,,6/1/11,,Actual,I0001,,0.33,7,,Actual,,1,0,0,2011,,,Training procedure was not effective.,,0,0,0
NCT02015338,Other,"Active, not recruiting",Observational,2/1/14,12/1/15,N/A,Comparing the Location of the Motor Cortex in Children Using Two Methods,,,9/1/15,,Anticipated,1311M45303,,1.58,50,,Anticipated,,1,0,0,2014,,,,,0,0,0
NCT02015741,Other,Withdrawn,Observational,11/1/13,12/1/15,N/A,Comparability of Bispectral Index and NeuroSENSE in Aged Patients,,,11/1/15,,Anticipated,2012/36,,2,0,,Actual,,2,0,0,2014,,,difficulty of recrutment,,0,0,0
NCT02016378,NIH,Recruiting,Interventional,1/1/14,9/1/16,Phase 3,EEG/Event-related Brain Potential Risk Markers as Predictors and Outcomes of SUD Treatment in Adolescents,,,6/1/16,,Anticipated,655655,,2.42,80,,Anticipated,2,1,0,0,2014,,,,,0,0,0
NCT02017574,Other,"Active, not recruiting",Interventional,10/1/13,9/1/16,Phase 0,Motor Learning in Stroke,Stroke,,9/1/15,,Anticipated,N0970-M,,1.92,30,,Anticipated,2,1,0,0,2014,,,,,0,0,0
NCT02019147,Other,"Active, not recruiting",Observational,3/1/12,3/1/17,N/A,BiHiVE2 Study. The Investigation and Validation of Predictive Biomarkers in Hypoxic-ischaemic Encephalopathy.,"Brain Diseases, Brain Ischemia, Hypoxia-Ischemia, Brain, Ischemia",,3/1/17,,Anticipated,DM0113UCC,,5,500,,Actual,,2,0,0,2014,,,,,0,0,1
NCT02020265,Other,Recruiting,Interventional,2/1/13,2/1/15,N/A,fMRI Based EEG Neurofeedback as a Method of Enhancing Emotional Resilience Among Soldiers,,,6/1/14,,Anticipated,0080-13,,1.33,120,,Anticipated,3,2,0,0,2014,,,,,0,0,0
NCT02021526,Other,Not yet recruiting,Interventional,12/1/14,6/1/19,Phase 1/Phase 2,"Triheptanoin (C7 Oil), a Food Supplement, for Glucose Transporter Type I Deficiency (G1D)","Carbohydrate Metabolism, Inborn Errors, Syndrome",,6/1/19,,Anticipated,PASCG1D2014,,4.5,50,,Anticipated,2,1,0,0,2014,,,,1,1,0,0
NCT02021877,Industry,Completed,Observational,2/1/11,7/1/14,N/A,Evidence Based Diagnostics and Treatment Planning Solution for Traumatic Brain Injuries,Brain Injuries,,4/1/14,,Actual,EU funded project nr 270259,,3.16,396,,Actual,,2,0,0,2014,,,,,0,0,0
NCT02022592,Other,Recruiting,Interventional,6/1/14,3/1/19,Phase 4,Comparison of Lormetazepam and Midazolam Used as Sedatives for Patients That Require Intensive Care,,"Lorazepam, Lormetazepam, Midazolam",12/1/17,,Anticipated,LoveMi,,3.5,80,,Anticipated,2,3,0,0,2014,,,,,0,0,0
NCT02023281,Other,Completed,Interventional,3/1/13,5/1/13,N/A,The Effects of Exercise on Depression Symptoms Using Levels of Neurotransmitters and EEG as Markers,"Depression, Depressive Disorder",,5/1/13,,Actual,LU4261 from WyndhurstCC,,0.17,11,,Actual,2,2,0,0,2014,,,,,0,0,0
NCT02023424,Other,Recruiting,Interventional,1/1/14,2/1/15,Phase 1,"An Open Label, Exploratory Study to Investigate the Treatment Effect of Glatiramer Acetate on Girls Woth Rett Syndrome","Rett Syndrome, Syndrome",Copolymer 1,9/1/14,,Anticipated,SHEBA-12-9855-BBZ-CTIL,,0.67,10,,Anticipated,1,1,0,0,2014,,,,,0,0,1
NCT02025972,Other,Recruiting,Interventional,12/1/13,12/1/15,N/A,Allogeneic Umbilical Cord Blood Therapy in Children With CP,Cerebral Palsy,,12/1/15,,Anticipated,UCBCP,,2,18,,Anticipated,1,1,0,0,2014,,,,,0,0,0
NCT02031107,Other,Recruiting,Interventional,9/1/13,,N/A,Randomized Trial of Transcranial Theta-burst Stimulation and Transcranial Direct Current Stimulation,,,3/1/16,,,SNF-146639-1,,2.5,45,,Anticipated,3,1,0,0,2014,,,,,0,0,0
NCT02032576,Other,Completed,Interventional,1/1/08,12/1/13,Phase 4,Predictors of the Response and Relapse/Recurrence After ECT for Depressed Patients,"Depression, Depressive Disorder, Major",,12/1/13,,Actual,KSPH-2008-12,,5.92,170,,Actual,1,1,0,0,2012,,,,,0,0,1
NCT02035176,Other,Recruiting,Observational,2/1/14,6/1/16,N/A,Novel Measure of Social Deficits in Children,"Child Development Disorders, Pervasive",,12/1/15,,Anticipated,eIRB 9747,,1.83,120,,Anticipated,,2,0,0,2014,,,,,0,0,0
NCT02043938,Industry,Recruiting,Interventional,1/1/14,7/1/17,N/A,Improving Information Extraction From EEG on Cerebral Anesthetic Drug Effects,,"Anesthetics, Propofol, Sevoflurane",7/1/15,,Anticipated,MAS-EEG,,1.5,36,,Anticipated,4,1,0,0,2014,,,,,0,0,0
NCT02046720,Other,Completed,Interventional,6/1/10,11/1/13,Phase 3,The Influence of Age on Bispectral Index Associated With Propofol-induced Sedation,,Propofol,11/1/13,,Actual,1008181,,3.42,70,,Actual,1,1,0,0,2014,,,,,0,0,0
NCT02047682,Other,Completed,Interventional,2/1/14,7/1/14,N/A,Implementation of Physical Exercise at the Workplace (IRMA10) - Occupational Load,Musculoskeletal Diseases,,7/1/14,,Actual,IRMA10,,0.41,36,,Actual,2,1,0,0,2014,,,,,0,0,0
NCT02048475,Other,Withdrawn,Interventional,1/1/10,2/1/10,Phase 4,Electroencephalogram During Desflurane Anaesthesia,,Desflurane,2/1/10,,Actual,Kotoe _ 2,,0.08,0,,Actual,1,0,0,0,2014,,,administrative reasons.,,0,0,0
NCT02048878,Other,Recruiting,Observational,1/1/14,7/1/16,N/A,Hyper-Arousal in Chronic Primary Insomnia,,,7/1/16,,Anticipated,13-1214,,2.5,32,,Anticipated,,1,0,0,2014,,,,,0,0,0
NCT02049385,NIH,Recruiting,Interventional,1/1/14,9/1/16,Phase 1/Phase 2,Study to Determine if Enhancing Glutamate Transporter Function Produces Antidepressant Effects in People With Major Depressive Disorder,"Depression, Depressive Disorder, Depressive Disorder, Major","Antidepressive Agents, Diazoxide",9/1/16,,Anticipated,140041,,2.67,24,,Anticipated,7,1,0,0,2014,,,,1,1,0,
NCT02051959,Other,Suspended,Interventional,5/1/15,12/1/17,N/A,Long-term Effects of Transcranial Direct Current Stimulation (tDCS) on Patients With Phantom Limb Pain (PLP),Phantom Limb,,6/1/17,,Anticipated,SHEBA-13-0733-IS-CTIL,,2.09,24,,Anticipated,4,1,0,0,2014,,,Signing a contract with the company owning the equipment,,0,0,0
NCT02055898,Other,Completed,Interventional,4/1/14,8/1/15,Phase 4,SWS And Daytime Functioning in Chronic FatiguE Syndrome (SAFFE),"Fatigue, Fatigue Syndrome, Chronic, Syndrome",Sodium Oxybate,8/1/15,,Actual,SAFFE2012,,1.33,10,,Actual,1,1,0,0,2014,,,,,0,0,1
NCT02056236,Other,Recruiting,Interventional,4/1/14,9/1/19,N/A,TELSTAR: Treatment of ELectroencephalographic STatus Epilepticus After Cardiopulmonary Resuscitation,"Brain Diseases, Heart Arrest, Status Epilepticus","Anticonvulsants, Propofol",12/1/18,,Anticipated,NEF-14-18,,4.67,172,,Anticipated,2,8,0,0,2014,,,,,0,0,1
